Station_ID	Station_Name	Division	Latitude	Longitude	Elevation_m	Date	Time	Season	Temp_Max_C	Temp_Min_C	Current_Temp_C	Temp_Range_C	Rainfall_mm	Humidity_Morning_Pct	Humidity_Evening_Pct	Wind_Speed_kmh	Surface_Pressure_hPa	Rainfall_Lag1_mm	Target_Rain_Tomorrow
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	8/23/2025	12:20	Monsoon	29.2	22.4	26.7	6.8	34.7	85	62	11.4	1006.6	0	1
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	8/23/2025	13:20	Monsoon	30.4	21.4	26	9	0	71	45	11.7	1004.5	34.7	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	8/23/2025	14:20	Monsoon	31.1	21.6	25.3	9.5	0	83	61	8.5	1012.8	0	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	8/23/2025	15:20	Monsoon	32.8	24.8	25.3	8	0	84	49	4.6	1009.4	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	8/23/2025	16:20	Monsoon	36.6	27.1	27.1	9.5	0	71	64	12.9	1010.3	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	8/23/2025	17:20	Monsoon	30.4	20.8	27.3	9.6	0	79	70	16.8	1016.7	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	8/23/2025	18:20	Monsoon	29.2	21.9	26.7	7.3	27.8	85	62	24.4	1010.3	0	1
BMD-683	Barisal	Barisal	22.701	90.3535	4	8/23/2025	19:20	Monsoon	31.9	21.3	26.2	10.6	9	85	67	5.9	1004.1	27.8	1
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	8/23/2025	20:20	Monsoon	35.1	25	26	10.1	0	92	88	14	1006.6	9	1
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	8/23/2025	21:20	Monsoon	29.8	20.5	25.9	9.3	0	76	55	19	1012.8	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	8/23/2025	22:20	Monsoon	35	27.8	27.8	7.2	0	79	53	5.4	1004.8	0	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	8/23/2025	23:20	Monsoon	29.2	20.7	27.2	8.5	0	73	46	17.7	1015.1	0	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	8/24/2025	0:20	Monsoon	36.6	26	26.8	10.6	0	86	85	21.2	1006.2	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	8/24/2025	1:20	Monsoon	29.5	22.7	27.5	6.8	0	77	86	19.8	1009.9	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	8/24/2025	2:20	Monsoon	28.1	19.9	27.4	8.2	35.2	92	68	25.5	1009.6	0	1
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	8/24/2025	3:20	Monsoon	33.5	25.3	26.9	8.2	0	80	61	20.8	1013.4	35.2	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	8/24/2025	4:20	Monsoon	30.9	24.5	26.6	6.4	0	90	70	24.3	1002	0	1
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	8/24/2025	5:20	Monsoon	31.2	22.8	27.4	8.4	0	75	74	20.4	1005.6	0	1
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	8/24/2025	6:20	Monsoon	36.5	29.2	29.2	7.3	0	74	47	24.5	1007.6	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	8/24/2025	7:20	Monsoon	33	24.3	29.9	8.7	0	76	77	18.9	1013.1	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	8/24/2025	8:20	Monsoon	32.8	26.7	29.3	6.1	0	93	67	5.3	1005.9	0	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	8/24/2025	9:20	Monsoon	33.7	24.7	28.6	9	0	92	58	21.9	1010	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/24/2025	10:20	Monsoon	28.2	19.7	28.2	8.5	0	96	69	8.4	1002.2	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	8/24/2025	11:20	Monsoon	36.4	30.1	30.1	6.3	0	77	46	5.8	1013.2	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	8/24/2025	12:20	Monsoon	33.3	27.1	29.7	6.2	0	93	45	16.7	1009.7	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/24/2025	13:20	Monsoon	28.6	21.6	28.6	7	0	76	64	7.1	1006	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	8/24/2025	14:20	Monsoon	35.5	26.8	28.5	8.7	0	96	87	13.9	1015.9	0	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	8/24/2025	15:20	Monsoon	36.2	25.8	27.8	10.4	0	94	73	12.2	1003.1	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	8/24/2025	16:20	Monsoon	34.6	26	28.4	8.6	0	81	88	4.2	1018	0	1
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	8/24/2025	17:20	Monsoon	36.5	26.9	28.9	9.6	0	84	82	5.4	1008.8	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	8/24/2025	18:20	Monsoon	29.8	20.7	28.7	9.1	0	79	72	21.4	1006.1	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/24/2025	19:20	Monsoon	29.1	21.4	29.1	7.7	0	86	47	18.6	1005.9	0	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	8/24/2025	20:20	Monsoon	35.1	25.2	29.8	9.9	30.1	94	77	20.2	1003.1	0	1
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	8/24/2025	21:20	Monsoon	28.1	18.2	28.1	9.9	24.8	91	83	16.4	1012.8	30.1	1
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	8/24/2025	22:20	Monsoon	34.3	28.1	28.1	6.2	0	90	63	9.3	1010.6	24.8	0
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	8/24/2025	23:20	Monsoon	29.4	22.3	28.2	7.1	21.5	74	58	7.5	1008.4	0	1
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	8/25/2025	0:20	Monsoon	35.6	27.3	27.4	8.3	0	83	64	8.4	1016.1	21.5	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	8/25/2025	1:20	Monsoon	33.9	26.3	26.9	7.6	0	86	78	24.5	1014.5	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	8/25/2025	2:20	Monsoon	31.1	22.9	27.2	8.2	0	76	55	10.1	1003.1	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	8/25/2025	3:20	Monsoon	32.3	23.3	26.5	9	0	96	58	11.3	1016.7	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	8/25/2025	4:20	Monsoon	30.8	22.2	26.6	8.6	10.9	73	50	22.7	1013.6	0	1
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	8/25/2025	5:20	Monsoon	29.9	19.6	26	10.3	8.6	70	64	21.7	1010.7	10.9	1
BMD-421	Khulna	Khulna	22.8456	89.5403	9	8/25/2025	6:20	Monsoon	35.4	24.6	26.7	10.8	0	72	51	14	1008.2	8.6	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/25/2025	7:20	Monsoon	35	27.5	27.5	7.5	14.4	84	54	9.5	1012.8	0	1
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	8/25/2025	8:20	Monsoon	29.8	20.5	27.4	9.3	0	98	87	24.7	1004.9	14.4	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	8/25/2025	9:20	Monsoon	34.2	26	27.3	8.2	0	68	86	16.4	1016.2	0	1
BMD-421	Khulna	Khulna	22.8456	89.5403	9	8/25/2025	10:20	Monsoon	29.5	23.3	27.3	6.2	0	74	75	21.1	1002	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	8/25/2025	11:20	Monsoon	31.3	21.5	26.7	9.8	0	73	88	11.9	1017.2	0	1
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	8/25/2025	12:20	Monsoon	27.5	18.6	26.9	8.9	0	95	51	12.4	1014.4	0	1
BMD-683	Barisal	Barisal	22.701	90.3535	4	8/25/2025	13:20	Monsoon	33.6	26.4	27.3	7.2	34.2	86	63	13.4	1014.6	0	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	8/25/2025	14:20	Monsoon	36.8	28.1	28.1	8.7	2.2	88	79	23.8	1007.6	34.2	1
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	8/25/2025	15:20	Monsoon	30.6	20.3	27.9	10.3	0	93	56	8.2	1016.2	2.2	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	8/25/2025	16:20	Monsoon	34.5	24.1	27.7	10.4	29.2	99	60	9	1013.3	0	1
BMD-421	Khulna	Khulna	22.8456	89.5403	9	8/25/2025	17:20	Monsoon	27.2	16.7	27.2	10.5	0	83	57	3.3	1014.4	29.2	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	8/25/2025	18:20	Monsoon	33.1	25.5	27	7.6	0	75	54	10.4	1004.6	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	8/25/2025	19:20	Monsoon	36	25.4	26.4	10.6	4.4	89	59	20.8	1013.9	0	1
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	8/25/2025	20:20	Monsoon	36.9	29.9	29.9	7	0	72	73	6.3	1009	4.4	1
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	8/25/2025	21:20	Monsoon	35.8	24.8	30.3	11	0	82	83	4.6	1011.1	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	8/25/2025	22:20	Monsoon	36.5	28.3	30.4	8.2	0	91	63	14.5	1015.3	0	1
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/25/2025	23:20	Monsoon	30.5	20.3	30.5	10.2	0	98	48	7.9	1002.4	0	0
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	8/26/2025	0:20	Monsoon	33.6	22.9	31.2	10.7	22	90	51	16.9	1004.3	0	1
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	8/26/2025	1:20	Monsoon	33.7	26.4	31	7.3	16	89	70	11.2	1007.4	22	1
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	8/26/2025	2:20	Monsoon	36.1	27.8	31.7	8.3	0	99	60	12.7	1005.5	16	1
BMD-683	Barisal	Barisal	22.701	90.3535	4	8/26/2025	3:20	Monsoon	28.6	21.9	28.6	6.7	0	81	73	10.2	1013.9	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	8/26/2025	4:20	Monsoon	34.9	28.6	28.6	6.3	0	73	60	10.8	1002.3	0	0
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	8/26/2025	5:20	Monsoon	36.3	30.2	30.2	6.1	0	96	51	16.5	1017.8	0	1
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	8/26/2025	6:20	Monsoon	27.5	18.2	27.5	9.3	0	93	55	17.5	1012.8	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/26/2025	7:20	Monsoon	27.3	17.8	27.3	9.5	0	78	74	2.7	1003.3	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	8/26/2025	8:20	Monsoon	27.3	19.5	26.6	7.8	0	75	79	8.7	1008.8	0	0
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	8/26/2025	9:20	Monsoon	34	23.9	26.5	10.1	5.9	83	73	3.8	1013	0	1
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	8/26/2025	10:20	Monsoon	36.6	27.7	27.7	8.9	30.5	74	59	3.9	1017.8	5.9	1
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/26/2025	11:20	Monsoon	34.3	25.5	28	8.8	0	93	77	4.6	1008.2	30.5	1
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	8/26/2025	12:20	Monsoon	37	27.5	28	9.5	0	73	65	11.3	1017.5	0	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	8/26/2025	13:20	Monsoon	29.1	20.4	28.3	8.7	0	76	60	7.3	1017.4	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/26/2025	14:20	Monsoon	31.9	22	28.9	9.9	0	82	63	8.9	1002.4	0	0
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	8/26/2025	15:20	Monsoon	34.9	24.5	28.1	10.4	0	78	74	7.2	1009.1	0	0
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	8/26/2025	16:20	Monsoon	28.3	18.3	27.4	10	0	70	78	23.6	1012.5	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	8/26/2025	17:20	Monsoon	35.4	29	29	6.4	0	82	53	21	1007.1	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	8/26/2025	18:20	Monsoon	29.5	20.4	28.7	9.1	0	85	68	6.7	1014.7	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	8/26/2025	19:20	Monsoon	28.7	18.2	28.2	10.5	0	77	77	21.6	1008.2	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	8/26/2025	20:20	Monsoon	28.6	20.8	27.8	7.8	0	74	70	19.7	1017.9	0	0
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	8/26/2025	21:20	Monsoon	28.4	19.2	27.9	9.2	0	85	76	24.2	1003	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	8/26/2025	22:20	Monsoon	29.6	21.7	27.9	7.9	0	68	62	25.2	1006.1	0	0
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	8/26/2025	23:20	Monsoon	30.4	21.5	27.4	8.9	15.9	99	65	16.5	1005.2	0	1
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	8/27/2025	0:20	Monsoon	27.3	17.6	26.9	9.7	0	77	55	12.9	1014.6	15.9	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	8/27/2025	1:20	Monsoon	33	23.1	26.6	9.9	0	86	54	7.7	1014.9	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	8/27/2025	2:20	Monsoon	27.8	17.3	26.1	10.5	0	94	50	3.7	1007	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	8/27/2025	3:20	Monsoon	30.2	20.3	26.5	9.9	0	88	55	23.2	1009.1	0	1
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	8/27/2025	4:20	Monsoon	28	17.5	26.8	10.5	0	82	69	15.2	1005.3	0	1
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/27/2025	5:20	Monsoon	28.7	19.7	27	9	0	97	77	4.4	1008.8	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	8/27/2025	6:20	Monsoon	28.3	22.1	27.2	6.2	0	77	83	11.7	1002.8	0	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	8/27/2025	7:20	Monsoon	30.6	22.5	27.9	8.1	0	68	68	11.2	1016.6	0	1
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	8/27/2025	8:20	Monsoon	33.3	24.1	27.7	9.2	0	73	52	15.9	1016.6	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	8/27/2025	9:20	Monsoon	36.2	26.8	27.2	9.4	0	91	80	6	1017.8	0	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	8/27/2025	10:20	Monsoon	32.1	23.1	27.6	9	0	98	54	7.4	1016.1	0	0
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	8/27/2025	11:20	Monsoon	29.2	19.8	27.1	9.4	0	92	64	6.4	1007.8	0	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	8/27/2025	12:20	Monsoon	28.6	19.1	26.5	9.5	0	72	73	13.7	1006.7	0	1
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	8/27/2025	13:20	Monsoon	30.2	19.9	26.7	10.3	6.2	96	88	8.9	1006.1	0	1
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	8/27/2025	14:20	Monsoon	29.3	21	26.8	8.3	0	69	85	2.3	1009	6.2	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	8/27/2025	15:20	Monsoon	29.9	23.6	27	6.3	2.4	74	48	2.3	1005	0	1
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	8/27/2025	16:20	Monsoon	35.6	27.7	27.7	7.9	24.4	68	50	24.1	1007.1	2.4	1
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	8/27/2025	17:20	Monsoon	29.2	22.2	27.4	7	0	93	46	8.6	1016.1	24.4	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	8/27/2025	18:20	Monsoon	35.1	26.9	28.2	8.2	9.5	72	61	16.4	1002.1	0	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	8/27/2025	19:20	Monsoon	27.7	19.2	27.4	8.5	0	74	73	4.1	1003	9.5	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	8/27/2025	20:20	Monsoon	28.1	17.4	26.8	10.7	0	77	75	20.9	1016.6	0	1
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	8/27/2025	21:20	Monsoon	34.4	25.1	26.9	9.3	0	92	88	15.3	1017.1	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	8/27/2025	22:20	Monsoon	34	24.3	26.5	9.7	15.9	78	87	15.8	1013.7	0	1
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/27/2025	23:20	Monsoon	36.4	29.8	29.8	6.6	0	87	78	7.6	1014.6	15.9	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	8/28/2025	0:20	Monsoon	31.8	21.1	30.5	10.7	22.5	88	48	2.6	1003.9	0	1
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	8/28/2025	1:20	Monsoon	28.7	22.6	28.7	6.1	0	82	86	13.7	1014.5	22.5	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	8/28/2025	2:20	Monsoon	34.5	24.3	29.4	10.2	0	82	78	15.1	1006.8	0	0
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	8/28/2025	3:20	Monsoon	28.5	18.3	28.5	10.2	0	92	49	9.3	1015.7	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	8/28/2025	4:20	Monsoon	28.4	20.3	28.4	8.1	0	97	48	13.6	1010.6	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	8/28/2025	5:20	Monsoon	36.1	25.6	28.1	10.5	0	87	48	11.7	1013.8	0	0
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	8/28/2025	6:20	Monsoon	31.9	22.1	28.8	9.8	0	88	81	24.8	1003.4	0	0
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	8/28/2025	7:20	Monsoon	36	29	29	7	0	90	46	23.3	1009.1	0	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	8/28/2025	8:20	Monsoon	36.9	27	29.3	9.9	0	70	48	15.7	1008.5	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/28/2025	9:20	Monsoon	34	27.7	29.9	6.3	0	85	56	21.3	1004	0	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	8/28/2025	10:20	Monsoon	36.8	26.7	30.1	10.1	21.6	88	80	11.4	1017.1	0	1
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	8/28/2025	11:20	Monsoon	34.6	24.6	29.6	10	0	83	58	9.4	1006.9	21.6	0
BMD-187	Mymensingh	Mymensingh	24.7471	90.4203	19	8/28/2025	12:20	Monsoon	32	21.5	29	10.5	0	93	59	5.6	1010.7	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	8/28/2025	13:20	Monsoon	34.5	24.2	29.3	10.3	0	97	52	21.8	1015.4	0	0
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	8/28/2025	14:20	Monsoon	33.8	27.2	29.8	6.6	33.6	80	74	8.1	1007.3	0	1
BMD-421	Khulna	Khulna	22.8456	89.5403	9	8/28/2025	15:20	Monsoon	30.1	21	29.6	9.1	0	89	52	5.3	1003.6	33.6	0
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	8/28/2025	16:20	Monsoon	32.5	25.5	29	7	0	89	74	7.4	1010.2	0	1
BMD-421	Khulna	Khulna	22.8456	89.5403	9	8/28/2025	17:20	Monsoon	30.6	24.3	29.4	6.3	0	87	51	24.4	1009.8	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	8/28/2025	18:20	Monsoon	27.9	17.2	27.9	10.7	0	87	51	3.8	1011.2	0	0
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	8/28/2025	19:20	Monsoon	31.9	23.3	28.2	8.6	0	84	56	13.5	1005.5	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/28/2025	20:20	Monsoon	31.2	22.2	28.7	9	0	87	70	23.4	1015	0	0
BMD-636	Bogra	Rajshahi	24.8465	89.377	20	8/28/2025	21:20	Monsoon	35.3	28.2	28.7	7.1	11.6	81	54	24.4	1012.6	0	1
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	8/28/2025	22:20	Monsoon	33.4	25.5	28.2	7.9	0	73	84	22.7	1015	11.6	0
BMD-625	Tangail	Dhaka	24.2513	89.9167	10	8/28/2025	23:20	Monsoon	27.2	18	27.2	9.2	12.7	98	77	24.6	1009.2	0	1
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/29/2025	0:20	Monsoon	33.9	23.1	27.2	10.8	0	89	81	12.4	1017.5	12.7	0
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	8/29/2025	1:20	Monsoon	29.8	23.7	26.5	6.1	0	89	74	11.2	1016.8	0	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	8/29/2025	2:20	Monsoon	35.1	25.2	26.4	9.9	13.9	88	80	11.5	1013.9	0	1
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	8/29/2025	3:20	Monsoon	32.1	21.3	26	10.8	0	81	59	7.6	1016.5	13.9	1
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	8/29/2025	4:20	Monsoon	35.2	28.7	28.7	6.5	29	89	46	14.5	1003.3	0	1
BMD-683	Barisal	Barisal	22.701	90.3535	4	8/29/2025	5:20	Monsoon	32.1	21.3	29.5	10.8	27.9	71	51	18.8	1013.7	29	1
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	8/29/2025	6:20	Monsoon	27.9	17.3	27.9	10.6	0	99	64	3.6	1014.1	27.9	0
BMD-421	Khulna	Khulna	22.8456	89.5403	9	8/29/2025	7:20	Monsoon	33.1	23.3	27.8	9.8	0	75	60	2.3	1006	0	1
BMD-038	Dinajpur	Rangpur	25.6279	88.6332	38	8/29/2025	8:20	Monsoon	35	27.6	27.6	7.4	0	89	76	17	1005.8	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	8/29/2025	9:20	Monsoon	31.1	24.4	27.7	6.7	0	84	59	12.4	1005.2	0	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	8/29/2025	10:20	Monsoon	32.2	24.5	28.4	7.7	0	79	82	18	1017.6	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	8/29/2025	11:20	Monsoon	35.6	24.9	27.9	10.7	0	80	45	5.1	1002.9	0	1
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	8/29/2025	12:20	Monsoon	36.2	27.9	27.9	8.3	0	98	62	23.8	1011.8	0	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	8/29/2025	13:20	Monsoon	34.8	26.5	27.1	8.3	0	95	60	14.2	1016.9	0	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	8/29/2025	14:20	Monsoon	29.4	18.6	27.9	10.8	0	80	53	13	1012.5	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	8/29/2025	15:20	Monsoon	33	24.5	28	8.5	0	74	72	5.9	1008.3	0	0
BMD-869	Rangpur	Rangpur	25.7439	89.2752	34	8/29/2025	16:20	Monsoon	29.1	20.1	28.7	9	27.8	90	80	25.5	1015	0	1
BMD-531	Sylhet	Sylhet	24.8949	91.8687	35	8/29/2025	17:20	Monsoon	33.7	27.1	28.9	6.6	0	87	61	11.6	1016.1	27.8	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	8/29/2025	18:20	Monsoon	34.3	24.5	29.1	9.8	0	80	68	5.8	1017.2	0	0
BMD-499	Jessore	Khulna	23.1664	89.2081	16	8/29/2025	19:20	Monsoon	28.8	22	28.4	6.8	0	90	88	23	1004.4	0	0
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	8/29/2025	20:20	Monsoon	36.9	30.6	30.6	6.3	0	87	65	14.3	1006.2	0	1
BMD-282	Dhaka	Dhaka	23.8103	90.4125	4	8/29/2025	21:20	Monsoon	32.3	25.4	30.5	6.9	11.2	76	64	4.9	1017	0	1
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	8/29/2025	22:20	Monsoon	34.9	25.3	30.6	9.6	27.2	90	71	11.1	1010.4	11.2	1
BMD-421	Khulna	Khulna	22.8456	89.5403	9	8/29/2025	23:20	Monsoon	35.3	28.9	30.2	6.4	0	84	62	18.9	1015.8	27.2	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	8/30/2025	0:20	Monsoon	34.3	24.3	30.1	10	0	79	87	24.7	1014.4	0	0
BMD-683	Barisal	Barisal	22.701	90.3535	4	8/30/2025	1:20	Monsoon	30.3	22.2	29.4	8.1	0	79	50	22	1014.2	0	0
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	8/30/2025	2:20	Monsoon	30	19.1	29.4	10.9	0	70	80	25.1	1015.5	0	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	8/30/2025	3:20	Monsoon	32.3	22.1	29.4	10.2	0	86	66	9.6	1006.4	0	0
BMD-071	Cox's Bazar	Chittagong	21.4272	92.0058	3	8/30/2025	4:20	Monsoon	27.2	16.3	27.2	10.9	0	69	77	19.1	1008.4	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	8/30/2025	5:20	Monsoon	28	17.2	27.5	10.8	0	78	71	12.2	1014.5	0	0
BMD-075	Gazipur	Dhaka	23.9999	90.4203	8	8/30/2025	6:20	Monsoon	35.1	26.2	26.8	8.9	0	83	55	13.8	1003.2	0	1
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	8/30/2025	7:20	Monsoon	35.1	26.6	27.5	8.5	0	92	56	2.6	1009.4	0	0
BMD-166	Sreemangal	Sylhet	24.3065	91.7296	26	8/30/2025	8:20	Monsoon	31.5	20.8	26.9	10.7	0	91	52	16.4	1015.9	0	0
BMD-197	Rajshahi	Rajshahi	24.3745	88.6042	18	8/30/2025	9:20	Monsoon	30.4	22	26.7	8.4	0	86	57	14.4	1005.8	0	0
BMD-481	Narayanganj	Dhaka	23.6238	90.5	3	8/30/2025	10:20	Monsoon	33.4	23.8	26.2	9.6	0	71	80	6.5	1008.6	0	0
BMD-998	Chittagong	Chittagong	22.3569	91.7832	12	8/30/2025	11:20	Monsoon	27.3	18	26.9	9.3	0	80	83	5.8	1008.6	0	0
BMD-623	Patuakhali	Barisal	22.3596	90.3299	3	8/30/2025	12:20	Monsoon	33.1	26.3	26.3	6.8	0	71	65	13.2	1011.6	0	0
